dim0,dim1,word,word_most_similar,coords,word_most_similar_indices
-0.9027901,0.25058326,turn,"['finishes', 'ends', 'move', 'right']","(-0.9027901291847229, 0.2505832612514496)","[1119, 636, 268, 519]"
-0.12543851,-0.21938007,follow,"['join', 'tell', 'walk', 'leave', 'help', 'kill']","(-0.12543851137161255, -0.21938006579875946)","[1032, 778, 653, 431, 351, 1023]"
-0.24835369,0.41425595,bear,['trinket'],"(-0.24835368990898132, 0.41425594687461853)",[433]
-0.19139872,-0.643026,call,['question'],"(-0.1913987249135971, -0.6430259943008423)",[890]
-0.36220053,-0.079008244,spell,"['casting', 'cast']","(-0.362200528383255, -0.07900824397802353)","[538, 556]"
0.8738303,0.08839853,previously,"['had', 'earlier', 'discovered']","(0.8738303184509277, 0.0883985310792923)","[125, 743, 855]"
-0.045917083,1.2140924,begins,"['begin', 'continues', 'slowly', 'starts', 'suddenly']","(-0.0459170825779438, 1.2140923738479614)","[82, 417, 485, 560, 1139]"
0.32975325,0.7841479,sphere,['orb'],"(0.32975324988365173, 0.7841479182243347)",[1189]
-0.47799948,1.0923591,pulls,"['grabs', 'reaches']","(-0.4779994785785675, 1.0923590660095215)","[567, 478]"
-0.5406691,0.9339298,arrow,['shoot'],"(-0.5406690835952759, 0.9339298009872437)",[457]
0.027046185,0.59194756,casts,"['uses', 'cast', 'casting']","(0.027046184986829758, 0.5919475555419922)","[521, 556, 538]"
-0.23346043,1.0532604,front,"['side', 'middle', 'corner']","(-0.2334604263305664, 1.0532604455947876)","[197, 1103, 531]"
-0.44449008,-0.011581454,five,"['six', 'ten', 'eight', 'four', 'seven', 'three', 'two', 'total']","(-0.44449007511138916, -0.011581454426050186)","[447, 424, 274, 528, 488, 517, 30, 988]"
-0.51281947,0.096700296,six,"['seven', 'five', 'eight', 'four', 'ten', 'three', 'nine', 'total']","(-0.5128194689750671, 0.09670029580593109)","[488, 446, 274, 528, 424, 517, 110, 988]"
0.08807317,0.48034117,completely,[],"(0.08807317167520523, 0.4803411662578583)",[]
-0.12224734,0.101026215,close,"['hurt', 'fast']","(-0.12224733829498291, 0.10102621465921402)","[1182, 1157]"
0.27540177,1.3144889,stone,['rock'],"(0.275401771068573, 1.3144888877868652)",[714]
0.14273816,1.2733692,underneath,"['beneath', 'through', 'into', 'below', 'inside']","(0.14273816347122192, 1.2733691930770874)","[821, 44, 306, 946, 721]"
0.62284243,-0.3390389,herself,"['her', 'she']","(0.6228424310684204, -0.3390389084815979)","[35, 41]"
-0.9196064,-0.18911898,no,"['yeah', 'nope', 'actually']","(-0.9196063876152039, -0.18911898136138916)","[1094, 1165, 801]"
-0.6029655,-0.5239728,else,"['anyone', 'anybody', 'somebody', 'someone', 'everyone', 'anything', 'everybody', 'nothing', 'wrong']","(-0.6029654741287231, -0.5239728093147278)","[325, 1017, 1009, 618, 240, 289, 1035, 762, 1028]"
-0.36301214,0.9887156,turns,"['goes', 'walks', 'runs']","(-0.3630121350288391, 0.9887155890464783)","[579, 647, 196]"
-0.09211664,1.2072285,top,"['bottom', 'base', 'edge', 'wall', 'side']","(-0.09211663901805878, 1.2072285413742065)","[300, 923, 315, 146, 197]"
-0.83648247,0.412817,shoot,"['arrow', 'bolt']","(-0.8364824652671814, 0.41281700134277344)","[443, 506]"
-0.6200415,0.42116177,gets,"['comes', 'goes', 'moves', 'takes', 'pulls']","(-0.6200414896011353, 0.4211617708206177)","[81, 579, 629, 477, 442]"
-0.5901088,-0.299475,too,"['pretty', 'really', 'enough', 'how', 'real', 'so']","(-0.5901088118553162, -0.2994750142097473)","[1047, 728, 96, 135, 954, 267]"
0.06908977,0.17859726,seeing,"['moving', 'saw', 'walking', 'see', 'sees', 'notice']","(0.06908977031707764, 0.17859725654125214)","[588, 414, 656, 299, 529, 750]"
0.6835985,-0.26857474,due,[],"(0.683598518371582, -0.2685747444629669)",[]
-1.396917,0.20859678,throw,"['constitution', 'saving', 'throws', 'dexterity', 'wisdom', 'save', 'strength']","(-1.3969169855117798, 0.20859678089618683)","[1138, 1045, 493, 1140, 1184, 798, 590]"
-0.27233455,0.64604044,fire,"['elemental', 'flame', 'plane']","(-0.2723345458507538, 0.6460404396057129)","[819, 942, 108]"
-0.28184527,1.295182,shoulder,"['face', 'arm']","(-0.2818452715873718, 1.2951819896697998)","[552, 228]"
0.28285226,0.94069475,small,"['filled', 'large']","(0.28285226225852966, 0.9406947493553162)","[994, 405]"
0.009542482,1.4533617,energy,[],"(0.00954248197376728, 1.4533617496490479)",[]
0.9514488,-0.09154056,sarenrae,['pike'],"(0.9514487981796265, -0.09154056012630463)",[473]
-0.48688647,0.8007981,tiny,[],"(-0.48688647150993347, 0.8007981181144714)",[]
0.21959117,-0.112611495,gnome,"['woman', 'young']","(0.2195911705493927, -0.11261149495840073)","[164, 170]"
0.4207079,-0.61625004,cleric,"['level', 'spells']","(0.42070791125297546, -0.6162500381469727)","[909, 730]"
-0.51761144,0.8003854,forward,"['down', 'over', 'past']","(-0.5176114439964294, 0.8003854155540466)","[29, 227, 83]"
-0.8513486,0.7650258,pull,"['grab', 'pulls', 'reach', 'push']","(-0.8513485789299011, 0.765025794506073)","[1054, 442, 501, 484]"
0.09991541,-0.35261822,pike,"['scanlan', 'grog', 'keyleth', 'vex', 'percy', 'vax', 'trinket', 'kashaw', 'sarenrae']","(0.09991540759801865, -0.3526182174682617)","[255, 248, 280, 277, 291, 235, 433, 1205, 467]"
0.590811,-0.61254805,died,['killed'],"(0.590811014175415, -0.6125480532646179)",[572]
-0.84774303,-0.33830243,fine,['nice'],"(-0.847743034362793, -0.3383024334907532)",[1058]
0.27006355,-0.72562194,asks,"['asked', 'tells', 'asking', 'ask', 'says']","(0.2700635492801666, -0.7256219387054443)","[246, 212, 533, 799, 297]"
-0.5581237,0.42661506,takes,"['take', 'pulls', 'puts', 'goes', 'taking', 'gets', 'gives', 'grabs']","(-0.5581237077713013, 0.42661505937576294)","[202, 442, 650, 579, 599, 458, 420, 567]"
-0.086704135,1.1473573,reaches,"['pulls', 'grabs']","(-0.08670413494110107, 1.1473573446273804)","[442, 567]"
0.42528385,-0.23378919,however,"['although', 'but']","(0.42528384923934937, -0.23378919064998627)","[307, 120]"
0.15463634,0.5323203,immediately,['suddenly'],"(0.15463633835315704, 0.5323203206062317)",[1139]
-0.06562794,-0.5000116,list,"['hello', 'everyone', 'welcome']","(-0.06562793999910355, -0.5000116229057312)","[787, 240, 1068]"
0.23852172,1.0887196,causing,[],"(0.2385217249393463, 1.0887196063995361)",[]
0.07613614,0.42356426,fall,[],"(0.07613614201545715, 0.42356425523757935)",[]
-0.65254843,0.7218299,push,['pull'],"(-0.6525484323501587, 0.721829891204834)",[472]
0.20215519,1.1462903,slowly,"['begin', 'begins']","(0.2021551877260208, 1.1462903022766113)","[82, 440]"
-0.20818782,1.3458755,foot,"['feet', 'tall', 'wide']","(-0.20818781852722168, 1.3458755016326904)","[33, 722, 952]"
0.0012042542,1.6783446,thick,[],"(0.0012042542221024632, 1.6783446073532104)",[]
-0.6613446,-0.08833714,seven,"['six', 'eight', 'ten', 'five', 'total', 'nine', 'four', 'three', 'plus']","(-0.661344587802887, -0.08833713829517365)","[447, 274, 424, 446, 988, 110, 528, 517, 1120]"
0.08540919,1.0394976,dust,[],"(0.08540918678045273, 1.0394976139068604)",[]
0.5529466,0.39165407,main,"['central', 'leading', 'center']","(0.5529466271400452, 0.3916540741920471)","[782, 944, 51]"
0.6988119,0.70282173,various,[],"(0.6988118886947632, 0.7028217315673828)",[]
-0.84606844,-0.19759868,go,"['ahead', 'try', 'get', 'let', 'do', 'say']","(-0.8460684418678284, -0.1975986808538437)","[421, 574, 199, 803, 1, 684]"
-0.73451394,0.9196174,throws,"['throw', 'constitution', 'dagger']","(-0.7345139384269714, 0.9196174144744873)","[462, 1138, 627]"
0.59579676,0.29960948,presence,[],"(0.5957967638969421, 0.2996094822883606)",[]
-0.6883517,-0.037262198,ass,"['bunch', 'voice', 'sit']","(-0.6883516907691956, -0.0372621975839138)","[1065, 422, 1106]"
0.5741066,-0.7173659,agrees,['tells'],"(0.5741065740585327, -0.7173659205436707)",[212]
-0.53023976,0.08514892,makes,"['make', 'made', 'gets', 'gives', 'making', 'moves']","(-0.5302397608757019, 0.08514892309904099)","[270, 396, 458, 420, 654, 629]"
0.32317373,0.89193964,deep,"['dark', 'red']","(0.32317373156547546, 0.891939640045166)","[36, 159]"
-0.771423,0.077856824,can,"['could', 'll', 'cannot', 'will', 'want', 'won', 'do']","(-0.7714229822158813, 0.07785682380199432)","[259, 630, 766, 541, 3, 754, 1]"
-0.0661409,1.1339148,above,"['below', 'sky', 'underneath']","(-0.06614089757204056, 1.133914828300476)","[946, 419, 451]"
-0.16197301,0.5525912,reach,"['pull', 'reaches', 'grab']","(-0.1619730144739151, 0.5525912046432495)","[472, 478, 1054]"
0.67806774,-0.024084924,power,['knowledge'],"(0.6780677437782288, -0.024084923788905144)",[840]
-0.7482469,-0.12277483,use,"['action', 'bonus']","(-0.7482469081878662, -0.12277483195066452)","[639, 1044]"
-0.4679561,0.78590655,rush,[],"(-0.4679560959339142, 0.7859065532684326)",[]
-0.26223597,1.2794114,falls,['ground'],"(-0.26223596930503845, 1.2794114351272583)",[549]
-0.7962569,0.94762886,bolt,"['lightning', 'blast']","(-0.7962568998336792, 0.9476288557052612)","[418, 1053]"
0.04879363,-0.025537036,attempt,"['try', 'manages']","(0.04879362881183624, -0.02553703635931015)","[574, 601]"
0.026114043,-0.5968211,ever,"['never', 'seen', 'since']","(0.026114042848348618, -0.596821129322052)","[185, 224, 706]"
-0.016628154,1.0085142,barely,[],"(-0.01662815362215042, 1.008514165878296)",[]
-1.0138531,0.46015483,misses,['hits'],"(-1.0138530731201172, 0.46015483140945435)",[591]
-0.5665434,1.8544465,slams,[],"(-0.5665434002876282, 1.854446530342102)",[]
-1.0567274,-0.52721345,don,"['didn', 'do', 'doesn', 'mean']","(-1.056727409362793, -0.527213454246521)","[133, 1, 723, 1122]"
-0.51007986,-0.77652067,worry,"['know', 'think', 'why', 'trust', 'laugh', 'talk']","(-0.5100798606872559, -0.7765206694602966)","[136, 311, 101, 805, 1080, 649]"
0.22542198,-0.6533882,must,"['will', 'cannot', 'would', 'may', 'should', 'might', 'could']","(0.2254219800233841, -0.6533882021903992)","[541, 766, 71, 183, 57, 718, 259]"
-0.40531304,-0.15700728,finish,"['catch', 'stop', 'finishes']","(-0.40531304478645325, -0.15700727701187134)","[548, 659, 1119]"
-0.20660084,0.5456539,hands,"['hand', 'arms']","(-0.2066008448600769, 0.5456538796424866)","[581, 1005]"
-0.27870584,0.28965873,three,"['two', 'four', 'six', 'five', 'seven', 'eight', 'ten', 'one']","(-0.2787058353424072, 0.28965872526168823)","[30, 528, 447, 446, 488, 274, 424, 53]"
-0.44978204,0.23647222,attacks,"['attack', 'advantage', 'disadvantage']","(-0.44978204369544983, 0.2364722192287445)","[520, 1127, 1160]"
-0.9829701,0.049766824,right,"['righty', 'laugh', 'matt', 'okay', 'yeah', 'yep']","(-0.982970118522644, 0.04976682364940643)","[1166, 1080, 1064, 1090, 1094, 1099]"
-0.519125,-0.01264224,attack,"['attacks', 'advantage', 'disadvantage', 'strike', 'hit']","(-0.5191249847412109, -0.012642240151762962)","[518, 1127, 1160, 594, 586]"
-0.14866135,0.5169808,uses,"['casts', 'tries', 'manages', 'using']","(-0.14866134524345398, 0.5169808268547058)","[444, 562, 601, 580]"
-0.851151,0.22336729,jump,['break'],"(-0.8511509895324707, 0.22336728870868683)",[1000]
-0.10258178,1.1168528,chain,"['metal', 'chains', 'rope', 'bone']","(-0.10258177667856216, 1.1168527603149414)","[633, 1040, 1195, 344]"
0.8250455,-0.4878962,returning,['return'],"(0.8250455260276794, -0.487896203994751)",[89]
-0.15678488,1.1325601,burning,['flame'],"(-0.15678487718105316, 1.132560133934021)",[942]
-0.6322086,0.40121174,hot,[],"(-0.6322085857391357, 0.4012117385864258)",[]
0.39795688,1.0268767,surface,['ground'],"(0.39795687794685364, 1.02687668800354)",[549]
-0.22216465,0.35961542,four,"['three', 'six', 'five', 'two', 'seven', 'ten', 'eight', 'nine']","(-0.22216464579105377, 0.35961541533470154)","[517, 447, 446, 30, 488, 424, 274, 110]"
0.099922515,0.8379895,sees,"['turns', 'walks', 'goes']","(0.09992251545190811, 0.8379895091056824)","[455, 647, 579]"
-0.51578265,-0.14693245,something,"['anything', 'somebody', 'someone', 'anyone', 'whatever', 'what']","(-0.5157826542854309, -0.146932452917099)","[289, 1009, 618, 325, 69, 0]"
-0.3631653,1.2375127,corner,"['around', 'front']","(-0.3631652891635895, 1.2375127077102661)","[290, 445]"
0.6728216,0.30340287,south,['north'],"(0.672821581363678, 0.3034028708934784)",[996]
-0.07789083,-0.7377457,asking,"['ask', 'asked', 'asks', 'saying', 'telling', 'told']","(-0.07789082825183868, -0.7377457022666931)","[799, 246, 476, 130, 809, 261]"
-0.7075674,0.20441781,hold,['grab'],"(-0.7075673937797546, 0.20441780984401703)",[1054]
0.17726137,-0.082885005,until,"['before', 'when', 'however', 'wait', 'eventually']","(0.1772613674402237, -0.0828850045800209)","[302, 52, 479, 539, 93]"
0.13785002,-0.3225911,morning,"['night', 'evening', 'day']","(0.13785001635551453, -0.322591096162796)","[338, 276, 830]"
0.48793286,0.8485221,toward,"['towards', 'into', 'through', 'heading']","(0.48793286085128784, 0.8485221266746521)","[332, 306, 44, 749]"
-0.074761786,0.24713387,casting,"['cast', 'spell', 'casts', 'using']","(-0.0747617855668068, 0.24713386595249176)","[556, 438, 444, 580]"
-0.90384156,-0.4831834,wait,"['laura', 'no', 'liam', 'sam']","(-0.9038415551185608, -0.4831834137439728)","[1085, 453, 154, 1078]"
-0.75992364,0.2977765,big,[],"(-0.7599236369132996, 0.2977764904499054)",[]
-0.579431,-0.4596882,will,"['ll', 'would', 'should', 'can', 'won', 'could', 'gonna']","(-0.5794309973716736, -0.4596881866455078)","[630, 71, 57, 499, 754, 259, 1196]"
0.25561866,-0.42321873,meet,"['join', 'bring', 'met']","(0.2556186616420746, -0.4232187271118164)","[1032, 103, 806]"
0.440815,0.47065365,near,"['in', 'where', 'north', 'somewhere', 'above']","(0.4408150017261505, 0.4706536531448364)","[17, 168, 996, 693, 500]"
-0.6393269,0.41269895,hear,['sound'],"(-0.6393268704414368, 0.4126989543437958)",[570]
0.043862335,-0.1438335,combat,[],"(0.04386233538389206, -0.14383350312709808)",[]
-0.37125355,-0.20468959,feels,"['feel', 'felt', 'seems', 'looks']","(-0.3712535500526428, -0.20468959212303162)","[1038, 138, 229, 169]"
-0.11274985,-0.29917088,than,"['more', 'less', 'better']","(-0.1127498522400856, -0.2991708815097809)","[92, 742, 746]"
-0.6023802,0.40539968,catch,"['pull', 'pick', 'manage', 'grab']","(-0.6023802161216736, 0.4053996801376343)","[472, 786, 670, 1054]"
-0.28009537,1.4539672,ground,['falls'],"(-0.2800953686237335, 1.4539672136306763)",[505]
-0.057192393,-0.6213779,alive,['still'],"(-0.05719239264726639, -0.6213778853416443)",[387]
-0.2718026,-0.39348412,man,"['boy', 'woman']","(-0.2718026041984558, -0.39348411560058594)","[999, 164]"
-0.25523564,0.8794289,face,['shoulder'],"(-0.2552356421947479, 0.8794289231300354)",[464]
-0.083517514,1.1892107,covered,[],"(-0.08351751416921616, 1.1892106533050537)",[]
0.024504147,0.98742694,blood,[],"(0.024504147469997406, 0.9874269366264343)",[]
0.52597463,0.69389236,appears,"['seems', 'appear', 'appeared', 'looks', 'seemed']","(0.5259746313095093, 0.6938923597335815)","[229, 425, 987, 169, 378]"
-0.51404124,-0.034759346,cast,"['casting', 'casts', 'spell']","(-0.5140412449836731, -0.03475934639573097)","[538, 444, 438]"
-0.09403553,0.49200565,wounds,['heal'],"(-0.09403552860021591, 0.4920056462287903)",[1116]
-0.2275499,-0.62263465,yet,"['actually', 'haven', 'but', 'though', 'because']","(-0.22754989564418793, -0.6226346492767334)","[801, 712, 120, 195, 816]"
0.09582547,1.4939978,sides,['side'],"(0.09582547098398209, 1.4939978122711182)",[197]
-0.40292692,0.7031805,starts,"['begins', 'turns', 'walks', 'start', 'runs']","(-0.4029269218444824, 0.7031804919242859)","[440, 455, 647, 683, 196]"
-0.03850879,0.682791,breath,"['eater', 'sword']","(-0.03850879147648811, 0.682790994644165)","[1039, 568]"
-0.16230881,0.14829129,tries,"['manages', 'uses', 'tried']","(-0.16230881214141846, 0.14829128980636597)","[601, 521, 968]"
-0.45442557,-0.7738751,thanks,['thank'],"(-0.454425573348999, -0.7738751173019409)",[1051]
-0.035630688,-0.16066955,longer,"['no', 'effect']","(-0.035630688071250916, -0.16066955029964447)","[453, 1161]"
0.41678834,-0.319731,death,[],"(0.41678833961486816, -0.3197309970855713)",[]
-0.031524677,0.917238,door,"['doors', 'opens']","(-0.03152467682957649, 0.9172379970550537)","[779, 1129]"
-0.4525394,1.1737525,grabs,"['pulls', 'puts']","(-0.4525394141674042, 1.1737525463104248)","[442, 650]"
-0.15020064,0.45846102,sword,"['blade', 'crystal']","(-0.15020063519477844, 0.4584610164165497)","[628, 926]"
-0.5714958,0.27928412,like,[],"(-0.571495771408081, 0.27928411960601807)",[]
-0.71122736,0.85551775,sound,"['hear', 'sounds']","(-0.7112273573875427, 0.8555177450180054)","[544, 702]"
-0.08849185,1.2336212,heavy,"['metal', 'thick']","(-0.08849184960126877, 1.2336212396621704)","[633, 487]"
0.37243122,-0.5574629,killed,"['died', 'attacked', 'kill']","(0.372431218624115, -0.5574628710746765)","[474, 970, 1023]"
0.30921397,-0.116752535,caught,[],"(0.3092139661312103, -0.11675253510475159)",[]
-0.6826923,0.075859204,try,"['grab', 'trying']","(-0.682692289352417, 0.0758592039346695)","[1054, 811]"
0.18312967,-0.34873796,decide,['decided'],"(0.1831296682357788, -0.3487379550933838)",[279]
0.51728016,-0.7075749,whether,"['if', 'or']","(0.5172801613807678, -0.7075749039649963)","[139, 8]"
-0.008427707,-0.12280142,magic,"['magical', 'arcane']","(-0.00842770654708147, -0.12280142307281494)","[667, 330]"
0.3965498,0.7687596,building,[],"(0.396549791097641, 0.7687596082687378)",[]
-0.5677357,0.4844895,goes,"['walks', 'comes', 'turns']","(-0.5677356719970703, 0.4844895005226135)","[647, 81, 455]"
0.0008380464,0.16707171,using,"['used', 'uses', 'use', 'casting', 'spell']","(0.0008380464278161526, 0.16707171499729156)","[775, 521, 503, 538, 438]"
-0.3956024,0.63397926,hand,"['hands', 'blade']","(-0.39560240507125854, 0.6339792609214783)","[516, 628]"
0.015612214,0.704571,familiar,['faint'],"(0.015612213872373104, 0.704571008682251)",[777]
-0.33107528,0.52344084,kind,['sort'],"(-0.3310752809047699, 0.5234408378601074)",[608]
0.39408842,1.057132,broken,[],"(0.39408841729164124, 1.0571320056915283)",[]
-0.6015847,0.2740279,twice,[],"(-0.6015846729278564, 0.27402791380882263)",[]
-1.0740937,0.13731661,hit,"['damage', 'hits', 'strike']","(-1.0740936994552612, 0.13731661438941956)","[635, 591, 594]"
-0.1004903,-0.060226317,without,['pass'],"(-0.10049030184745789, -0.06022631749510765)",[67]
-0.15984052,0.7572288,moving,"['walking', 'pushing']","(-0.15984052419662476, 0.7572287917137146)","[656, 620]"
0.21972772,-0.16280344,own,[],"(0.21972772479057312, -0.16280344128608704)",[]
-0.63260156,0.03297407,strength,"['dexterity', 'wisdom', 'constitution']","(-0.6326015591621399, 0.03297407180070877)","[1140, 1184, 1138]"
-1.0686117,0.9626534,hits,"['misses', 'slams', 'hit']","(-1.068611741065979, 0.962653398513794)","[510, 511, 586]"
-0.3169354,-0.06517191,again,"['once', 'then', 'twice']","(-0.31693539023399353, -0.06517191231250763)","[319, 256, 585]"
0.17991158,0.3441308,further,"['more', 'tunnel', 'closer']","(0.17991158366203308, 0.34413081407546997)","[92, 717, 621]"
-0.7249643,0.52206564,strike,['hit'],"(-0.7249643206596375, 0.5220656394958496)",[586]
0.11078508,-0.041139066,sending,"['message', 'send', 'jester']","(0.11078508198261261, -0.041139066219329834)","[992, 685, 858]"
-0.11363219,0.6645994,flying,['fly'],"(-0.1136321872472763, 0.6645994186401367)",[1168]
0.39122033,1.2385018,itself,[],"(0.3912203311920166, 1.238501787185669)",[]
0.069755726,0.023907881,attention,['caught'],"(0.06975572556257248, 0.02390788123011589)",[573]
-0.053168193,0.06658847,taking,"['take', 'took', 'takes', 'getting', 'doing', 'taken', 'putting']","(-0.05316819250583649, 0.06658846884965897)","[202, 322, 477, 737, 646, 662, 812]"
-0.28457722,-0.2895298,words,[],"(-0.28457722067832947, -0.28952980041503906)",[]
-0.2665287,0.6892121,manages,"['tries', 'manage', 'managed', 'uses']","(-0.2665286958217621, 0.6892120838165283)","[562, 670, 404, 521]"
-0.5584944,0.8024497,smell,[],"(-0.5584943890571594, 0.8024497032165527)",[]
0.015793128,0.8973815,open,"['opens', 'door']","(0.015793127939105034, 0.8973814845085144)","[1129, 566]"
0.0033812923,1.5685858,chest,['blade'],"(0.003381292335689068, 1.568585753440857)",[628]
-0.26647216,0.5440421,step,"['walk', 'steps', 'move', 'approach']","(-0.2664721608161926, 0.5440421104431152)","[653, 781, 268, 947]"
0.17883277,-0.98743916,friends,"['friend', 'allies', 'best']","(0.1788327693939209, -0.9874391555786133)","[865, 959, 924]"
0.36844322,0.37862772,road,[],"(0.36844322085380554, 0.3786277174949646)",[]
0.1065255,0.36182803,sort,"['type', 'kind', 'some']","(0.10652550309896469, 0.3618280291557312)","[1113, 583, 148]"
0.33261868,0.6035367,outside,['inside'],"(0.33261868357658386, 0.6035367250442505)",[721]
0.8304367,1.021603,forest,['mountains'],"(0.8304367065429688, 1.021602988243103)",[852]
0.9794432,0.5998721,temple,[],"(0.9794431924819946, 0.5998721122741699)",[]
-0.5708728,0.24954633,weapon,"['sword', 'blade']","(-0.5708727836608887, 0.2495463341474533)","[568, 628]"
-0.929286,-0.21427362,stealth,"['perception', 'insight', 'investigation']","(-0.929286003112793, -0.2142736166715622)","[1128, 1121, 966]"
0.3563631,0.39038226,places,[],"(0.35636308789253235, 0.3903822600841522)",[]
-0.048518017,-0.13826129,hunter,['mark'],"(-0.048518016934394836, -0.13826128840446472)",[616]
-0.25654906,0.35509676,mark,['hunter'],"(-0.25654906034469604, 0.3550967574119568)",[615]
-0.17037973,-0.03717788,feeling,"['feel', 'felt']","(-0.17037972807884216, -0.037177879363298416)","[1038, 138]"
-0.16574432,-0.63098276,someone,"['somebody', 'anyone', 'something', 'anybody', 'else']","(-0.16574431955814362, -0.6309827566146851)","[1009, 325, 530, 1017, 454]"
-0.13074318,0.14237505,weapons,[],"(-0.13074317574501038, 0.14237505197525024)",[]
-0.19336154,0.83964413,pushing,"['walking', 'push', 'moving']","(-0.1933615356683731, 0.8396441340446472)","[656, 484, 588]"
-0.21673325,0.50225073,closer,"['forward', 'further', 'approach', 'move']","(-0.21673324704170227, 0.5022507309913635)","[471, 593, 947, 268]"
-0.7336716,0.19064116,drop,['give'],"(-0.7336716055870056, 0.19064116477966309)",[104]
-0.7047217,0.2727407,look,"['looks', 'looking', 'glance', 'looked']","(-0.7047216892242432, 0.2727406919002533)","[169, 209, 1179, 233]"
-0.19396284,0.68687385,piece,[],"(-0.19396284222602844, 0.6868738532066345)",[]
0.6713033,0.026168365,human,"['female', 'elf']","(0.6713032722473145, 0.02616836503148079)","[26, 245]"
0.47949886,-0.73531413,brother,"['sister', 'ahlia', 'cassandra', 'father']","(0.47949886322021484, -0.735314130783081)","[385, 278, 386, 878]"
-0.6802594,0.81824875,dagger,['throws'],"(-0.6802594065666199, 0.8182487487792969)",[493]
0.0028317473,1.1831509,blade,"['sword', 'chest']","(0.0028317472897469997, 1.1831508874893188)","[568, 604]"
-0.2748026,1.085681,moves,"['runs', 'turns']","(-0.2748025953769684, 1.0856809616088867)","[196, 455]"
-0.9558399,-0.4667316,ll,"['will', 'should', 'can', 'could', 'gonna', 'let', 'going']","(-0.9558398723602295, -0.46673160791397095)","[541, 57, 499, 259, 1196, 803, 141]"
-0.04611058,0.25982165,end,"['ends', 'top', 'turn', 'next']","(-0.04611058160662651, 0.25982165336608887)","[636, 456, 434, 264]"
0.36764938,-0.32297283,killing,"['blow', 'killed']","(0.3676493763923645, -0.32297283411026)","[839, 572]"
-0.35371774,1.409977,metal,"['heavy', 'wood']","(-0.35371774435043335, 1.4099769592285156)","[571, 934]"
0.11026397,-0.802888,deal,[],"(0.11026397347450256, -0.8028879761695862)",[]
-1.1139003,0.27663594,damage,"['points', 'hit', 'poison']","(-1.1139003038406372, 0.27663594484329224)","[755, 586, 1061]"
-0.18966709,0.3893226,ends,"['finishes', 'end', 'turn', 'finish', 'brings']","(-0.18966709077358246, 0.3893226087093353)","[1119, 631, 434, 515, 1036]"
-0.57025766,0.6710157,burn,[],"(-0.5702576637268066, 0.6710156798362732)",[]
-1.4309276,-0.40084368,fuck,"['laughter', 'fucking', 'oh', 'shit', 'travis', 'laughs']","(-1.4309276342391968, -0.40084367990493774)","[1050, 1147, 342, 1124, 1071, 1146]"
-1.3249078,-0.14469285,action,"['bonus', 'use', 'movement']","(-1.3249077796936035, -0.14469285309314728)","[1044, 503, 1149]"
-0.25922683,1.1018729,wind,[],"(-0.25922682881355286, 1.1018729209899902)",[]
0.5164626,-0.0948415,missing,['gone'],"(0.5164626240730286, -0.09484150260686874)",[402]
0.089707635,-0.14754342,free,['away'],"(0.0897076353430748, -0.14754341542720795)",[427]
-0.14442596,0.3180696,both,"['two', 'all', 'those']","(-0.14442595839500427, 0.31806960701942444)","[30, 232, 658]"
-0.79319805,0.66998667,straight,['down'],"(-0.7931980490684509, 0.6699866652488708)",[29]
0.09678772,0.25369427,quickly,[],"(0.0967877209186554, 0.2536942660808563)",[]
-0.69010496,-0.4850523,doing,['happening'],"(-0.6901049613952637, -0.48505228757858276)",[733]
-0.15692478,0.723722,walks,"['runs', 'steps', 'goes']","(-0.1569247841835022, 0.723721981048584)","[196, 781, 579]"
0.5669536,0.18686867,between,[],"(0.5669535994529724, 0.18686866760253906)",[]
-0.21208051,-1.0190805,talk,"['tell', 'ask', 'talking']","(-0.21208050847053528, -1.0190805196762085)","[778, 799, 931]"
-0.3677983,0.7552395,puts,"['grabs', 'pulls']","(-0.3677982985973358, 0.7552394866943359)","[567, 442]"
-0.9921561,-0.5343227,sure,['mean'],"(-0.9921560883522034, -0.5343226790428162)",[1122]
0.4207195,0.32038546,guard,"['guards', 'crownsguard']","(0.4207195043563843, 0.3203854560852051)","[401, 941]"
-0.29035005,0.36314502,walk,"['step', 'walking', 'walks']","(-0.2903500497341156, 0.36314502358436584)","[605, 656, 647]"
-0.0062636184,-0.108664565,making,"['made', 'make', 'finding', 'makes', 'pushing', 'getting']","(-0.006263618357479572, -0.10866456478834152)","[396, 270, 367, 497, 620, 737]"
0.46916845,-0.13598776,final,"['third', 'after', 'blow', 'during']","(0.46916845440864563, -0.1359877586364746)","[269, 123, 839, 814]"
0.13267761,0.55852944,walking,"['moving', 'pushing', 'walk', 'heading', 'running']","(0.1326776146888733, 0.5585294365882874)","[588, 620, 653, 749, 390]"
-0.33929223,0.7165483,watch,"['approach', 'forward']","(-0.3392922282218933, 0.7165483236312866)","[947, 471]"
-0.21722443,-0.2734768,those,"['these', 'ones', 'people', 'number']","(-0.21722443401813507, -0.27347680926322937)","[87, 960, 329, 376]"
-0.2581555,-0.17287704,stop,"['tell', 'finish', 'leave']","(-0.25815549492836, -0.17287704348564148)","[778, 515, 431]"
0.93351364,0.28977016,themselves,['their'],"(0.9335136413574219, 0.2897701561450958)",[54]
0.51535463,0.26336843,heart,[],"(0.5153546333312988, 0.2633684277534485)",[]
